"","iso3c","X","country","WGI_aver","WH","WBI_aver","NRR","share20","gdpcapita","inverse","noOECD","PEPE","Y_N_P17","YperH","ilo_pubemp","govcons","migr_pop","NRR2","pubemp_cit","MJH","bickhours","YonH","log_nrr2","log_YonH","AIC","AIC_H","AIC_HnoR","logAIC","logY17","logWH","rent_capita","log_rentcapita","NRR07","lognrr07","Y_P_20Y","logY_P_20Y","Y_P_20YperH","logyperh20y","logAIC_H","pub_NRR07","logpub_NRR07","logPEPE","wgi7_10","PEPE100","refyear","gdppc_e9ry","ln_gdppc_e9ry","q_e9ry","t1_e9ry","t2_e9ry","coreDummy","hwp_a_all","hwp_a_young","hwp_a_prime","hwp_a_old","hwp_m_all","hwp_m_young","hwp_m_prime","hwp_m_old","hwp_f_all","hwp_f_young","hwp_f_prime","hwp_f_old","er_a_all","er_a_young","er_a_prime","er_a_old","er_m_all","er_m_young","er_m_prime","er_m_old","er_f_all","er_f_young","er_f_prime","er_f_old","hwe_a_all","hwe_a_young","hwe_a_prime","hwe_a_old","hwe_m_all","hwe_m_young","hwe_m_prime","hwe_m_old","hwe_f_all","hwe_f_young","hwe_f_prime","hwe_f_old","hwp_a_non_young_edu1","hwp_a_all_edu1","hwp_a_prime_edu1","hwp_a_old_edu1","hwp_m_prime_edu1","hwp_m_old_edu1","hwp_f_prime_edu1","hwp_f_old_edu1","hwp_a_non_young_edu2","hwp_a_all_edu2","hwp_a_prime_edu2","hwp_a_old_edu2","hwp_m_prime_edu2","hwp_m_old_edu2","hwp_f_prime_edu2","hwp_f_old_edu2","hwp_a_non_young_edu3","hwp_a_all_edu3","hwp_a_prime_edu3","hwp_a_old_edu3","hwp_m_prime_edu3","hwp_m_old_edu3","hwp_f_prime_edu3","hwp_f_old_edu3","hwp_a_non_young_edu5","hwp_a_all_edu5","hwp_a_prime_edu5","hwp_a_old_edu5","hwp_m_prime_edu5","hwp_m_old_edu5","hwp_f_prime_edu5","hwp_f_old_edu5","er_a_non_young_edu1","er_a_all_edu1","er_a_prime_edu1","er_a_old_edu1","er_m_prime_edu1","er_m_old_edu1","er_f_prime_edu1","er_f_old_edu1","er_a_non_young_edu2","er_a_all_edu2","er_a_prime_edu2","er_a_old_edu2","er_m_prime_edu2","er_m_old_edu2","er_f_prime_edu2","er_f_old_edu2","er_a_non_young_edu3","er_a_all_edu3","er_a_prime_edu3","er_a_old_edu3","er_m_prime_edu3","er_m_old_edu3","er_f_prime_edu3","er_f_old_edu3","er_a_non_young_edu5","er_a_all_edu5","er_a_prime_edu5","er_a_old_edu5","er_m_prime_edu5","er_m_old_edu5","er_f_prime_edu5","er_f_old_edu5","hwe_a_non_young_edu1","hwe_a_all_edu1","hwe_a_prime_edu1","hwe_a_old_edu1","hwe_m_prime_edu1","hwe_m_old_edu1","hwe_f_prime_edu1","hwe_f_old_edu1","hwe_a_non_young_edu2","hwe_a_all_edu2","hwe_a_prime_edu2","hwe_a_old_edu2","hwe_m_prime_edu2","hwe_m_old_edu2","hwe_f_prime_edu2","hwe_f_old_edu2","hwe_a_non_young_edu3","hwe_a_all_edu3","hwe_a_prime_edu3","hwe_a_old_edu3","hwe_m_prime_edu3","hwe_m_old_edu3","hwe_f_prime_edu3","hwe_f_old_edu3","hwe_a_non_young_edu5","hwe_a_all_edu5","hwe_a_prime_edu5","hwe_a_old_edu5","hwe_m_prime_edu5","hwe_m_old_edu5","hwe_f_prime_edu5","hwe_f_old_edu5","hwe_a_all_ind1","hwe_a_all_ind2","hwe_a_all_ind3","hwe_a_all_ind5","hwp_a_all_USweights","hwp_a_non_young_US_eduwgt","hwp_a_non_young_USage_edu","hwe_a_non_young_US_indwgt","hwe_a_all_US_indwgt","hwp_a_15_19","hwp_a_20_24","hwp_a_25_29","hwp_a_30_34","hwp_a_35_39","hwp_a_40_44","hwp_a_45_49","hwp_a_50_54","hwp_a_55_59","hwp_a_60_64","hwp_a_65_69","hwp_a_70_74","hwp_a_75_79","hwp_a_80_84","hwp_a_85plus","hwp_a_25_34","hwp_a_35_44","hwp_a_45_54","hwp_a_55_64","hwp_a_65_74","hwp_a_75_84","hwp_a_25_34_edu1","hwp_a_25_34_edu2","hwp_a_25_34_edu3","hwp_a_35_44_edu1","hwp_a_35_44_edu2","hwp_a_35_44_edu3","hwp_a_45_54_edu1","hwp_a_45_54_edu2","hwp_a_45_54_edu3","hwp_a_55_64_edu1","hwp_a_55_64_edu2","hwp_a_55_64_edu3","hwp_a_65_74_edu1","hwp_a_65_74_edu2","hwp_a_65_74_edu3","hwp_a_75_84_edu1","hwp_a_75_84_edu2","hwp_a_75_84_edu3","hwp_a_85plus_edu1","hwp_a_85plus_edu2","hwp_a_85plus_edu3","sh_mwj_ws_hr_all","sh_wj_emp","sh_na_emp","sh_wj_ws","sh_mwjse_ws_hr_all","q_o9ry","gdppc_o9ry","ln_gdppc_o9ry","robustDummy","n","N_adults","year"
"168","RWA",168,"Rwanda",-0.520916444,41.62736667,0.02779129,7,54,631.665143,0.182512274,1,0.103458643,1520.211337,0.702298409,0.056662822,0.154662333,4.294355293,6.561741298,0.059205308,0.157437912,26.45960999,1.104885273,1.881408396,0.099741504,1676.002217,1.218113641,1.138184175,7.424166604,7.326604642,3.275619419,99.75233512,"4.602690465",6.097540757,1.808049522,1487.920235,7.30513460844546,1.08141619184452,0.0782714708928037,0.197303466249037,0.630843292356413,-0.459113870713494,-2.26858333067295,10.520916444,10.3458643,2011,1384.16674804688,7.23285341262817,1,8.40285968780518,9.71706771850586,1,23.1632232666016,17.4923877716064,28.2353572845459,18.2182483673096,26.4596099853516,19.0002613067627,33.082878112793,20.8941898345947,20.348518371582,16.0675659179688,24.1835498809814,16.3491859436035,0.783671081066132,0.54779839515686,0.92976450920105,0.864058017730713,0.769024074077606,0.53349506855011,0.924137473106384,0.860583066940308,0.796098291873932,0.561070442199707,0.934441804885864,0.866496741771698,29.5573272705078,31.9321632385254,30.3682880401611,21.0845203399658,34.40673828125,35.614688873291,35.798656463623,24.2791080474854,25.5603084564209,28.6373424530029,25.8802089691162,18.8681449890137,29.5104064941406,29.810998916626,30.0849056243896,21.687183380127,35.4757423400879,22.8343601226807,24.8854198455811,18.3870792388916,34.9231109619141,33.6808738708496,35.5606880187988,25.8404693603516,40.0557403564453,26.2178649902344,30.3286991119385,25.4092483520508,39.7044143676758,39.4459190368652,40.4240493774414,32.3896980285645,42.9950218200684,36.7845802307129,35.452522277832,21.4301891326904,30.9676170349121,30.8694324493408,31.5516624450684,23.0826759338379,36.8072662353516,24.1772022247314,26.1354103088379,20.5001087188721,0.928912341594696,0.921986758708954,0.934563934803009,0.852532148361206,0.94018280506134,0.844613134860992,0.929199278354645,0.874858438968658,0.890562415122986,0.858928680419922,0.892628192901611,0.861253976821899,0.909318447113037,0.808865129947662,0.873247742652893,0.914925873279572,0.913414120674133,0.915527403354645,0.918953418731689,0.855441987514496,0.949116170406342,0.797472715377808,0.861680746078491,1,0.921317040920258,0.910832703113556,0.926312983036041,0.854189813137054,0.934894502162933,0.837187230587006,0.917546629905701,0.89337545633316,31.7687740325928,32.3334350585938,32.1913833618164,25.4385528564453,37.7328147888184,27.0352897644043,26.7815742492676,21.017204284668,39.2146682739258,39.2126541137695,39.8381843566895,30.0033092498779,44.0502891540527,32.4131469726562,34.7309226989746,27.7719192504883,43.4681396484375,43.0854606628418,43.9892272949219,37.8631134033203,45.3000640869141,46.1264419555664,41.1434555053711,21.4301891326904,33.6123352050781,33.8914413452148,34.0615577697754,27.0228881835938,39.3705024719238,28.8790855407715,28.4840126037598,22.9468002319336,25.5883712768555,44.052074432373,51.3299865722656,29.2276134490967,25.6548004150391,37.5842514038086,33.7821083068848,47.5405120849609,49.4176750183105,12.2920780181885,23.6008110046387,27.751293182373,29.8181705474854,29.4834098815918,29.2568435668945,27.0045375823975,25.5914516448975,22.9802913665771,21.8496322631836,19.4173240661621,14.5536546707153,12.1391220092773,8.27619075775146,5.64995813369751,28.6252555847168,29.3812656402588,26.3330898284912,22.5364608764648,17.2698974609375,10.5384321212769,31.2667903900146,36.3763580322266,38.1570243835449,29.9330520629883,35.7310829162598,44.9907493591309,27.3644313812256,33.841194152832,36.4068374633789,25.8829574584961,28.2255535125732,37.2944297790527,14.1461381912231,25.50244140625,17.7314739227295,8.88876247406006,6.60961198806763,NA,1.05827701091766,NA,NA,0.0105471191927791,0.201097473502159,0.073000967502594,0.216933846473694,0.00210242997854948,1,1448.99963378906,7.27862882614136,2,0.0899470895528793,39197,2011
"169","SAU",169,"Saudi Arabia",-0.338640161,46,NA,40,NA,19880.58909,0.176636008,1,NA,45183.60203,18.88946573,0.478467453,0.188130976,28.29599114,39.97237753,0.667281315,NA,NA,NA,3.688213671,NA,25368.46485,NA,NA,10.14126214,10.71848951,NA,18060.95999,"9.801507981",49.10570171,3.893995517,45022.18957,10.7149107487734,NA,NA,NA,NA,NA,NA,10.338640161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","SDN",170,"Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,3438.051681,NA,0.195521634,0.069174221,1.540502047,13.23085974,0.198580775,0.111548984,NA,NA,2.582627538,NA,3717.484239,NA,NA,8.220802439,8.142660218,NA,454.8837957,"6.120041992",18.38838008,2.911773328,3380.194857,8.12568863681537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","SEN",171,"Senegal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2798.360566,NA,0.062626249,0.122180888,2.045723195,3.121221669,0.063934166,0.030201231,NA,NA,1.138544822,NA,2695.884901,NA,NA,7.899481779,7.936789013,NA,87.34303636,"4.469843312",2.17737343,0.778578465,2777.909311,7.92945387735305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","SGP",172,"Singapore",1.513287438,46.45,NA,0,NA,47595.80218,0.13309753,1,NA,77447.46556,32.0640331,NA,0.137136204,40.14086429,0.000428096,NA,NA,NA,NA,-6.55141319,NA,31965.74808,NA,NA,10.37242024,11.25735512,NA,0.331549502,"-1.103978153",0.000395166,-6.574741874,76375.62082,11.243418825017,NA,NA,NA,NA,NA,NA,8.486712562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","SLB",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.46386706,3.111952625,2359.290799,7.7661163439595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","SLE",174,"Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,0.676512241,1463.319495,NA,0.050558434,0.139923016,2.117556865,16.14936503,0.051652199,0.1530881,NA,NA,2.781942652,NA,1884.995814,NA,NA,7.541680879,7.288462761,NA,236.3168068,"5.465173307",11.93198196,2.47930616,1443.313667,7.27469690660049,NA,NA,NA,8.07213185533117,2.08854149315838,-0.390804736930417,NA,67.6512241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","SLV",175,"El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,0.143443134,7541.689105,NA,0.078196921,0.15535953,0.62634572,0.674043322,0.078689792,0.053581852,28.78048325,5.03926503,-0.392978409,1.617260244,7336.327155,4.90204467,4.869002765,8.900593609,8.928201455,3.359697492,50.83425178,"3.928570375",0.565770463,-0.567800884,7492.027639,8.92159475269225,5.00608184180347,1.61065354161815,1.5896523976715,0.081155888337351,-2.49913675919357,-1.94181660106728,NA,14.3443134,2007,4502.54150390625,8.41239738464355,2,8.40285968780518,9.71706771850586,0,21.4172496795654,14.3368692398071,27.8522891998291,13.3654298782349,28.7804832458496,18.9939861297607,37.210636138916,20.4200687408447,15.2528562545776,9.97309589385986,20.3661937713623,7.708327293396,0.473251134157181,0.31725400686264,0.608408808708191,0.315652817487717,0.630036532878876,0.426520526409149,0.796840965747833,0.481580257415771,0.341992616653442,0.214870020747185,0.45767480134964,0.182595908641815,45.2555694580078,45.1905059814453,45.7789039611816,42.3421859741211,45.6806564331055,44.5324096679688,46.697696685791,42.402214050293,44.5999565124512,46.41455078125,44.499267578125,42.2152252197266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3658275604248,NA,NA,NA,NA,8.45340347290039,21.6113967895508,27.1941833496094,28.6263179779053,30.3172245025635,29.0603713989258,26.8747940063477,24.7724838256836,20.2127723693848,16.5495014190674,13.7100515365601,10.2734298706055,8.07197284698486,5.76688480377197,3.23660731315613,27.8607845306396,29.7416801452637,25.8878746032715,18.5529136657715,12.2065773010254,7.1764702796936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4253.57470703125,8.3555154800415,2,0.486772477626801,75106,2007
"176","SMR",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-6.907755279,70866.82582,11.1685577020331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","SOM",177,"Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.250247203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","SRB",178,"Serbia",-0.345103018,44.08614167,0.205549064,2,44.01666667,5697.213014,0.176837881,1,0.257311294,14102.87276,6.151799211,0.277723279,0.256192072,9.123559251,1.557789897,0.305605366,0.06741615,25.85244179,10.49065669,0.443909813,2.350485022,13263.62679,9.866369608,9.712672299,9.49278074,9.554133797,3.252405056,219.693127,"5.392231696",1.461990501,0.380482629,13943.53196,9.54277102094518,10.3721283878236,2.33912224590906,2.28913196491137,0.376186667628018,-0.975015074478423,-1.35746866637094,10.345103018,25.7311294,2007,10593.56640625,9.2680025100708,2,8.40285968780518,9.71706771850586,0,20.4446811676025,8.34556198120117,31.7395629882812,9.08729553222656,25.8524417877197,11.2464075088501,38.0009460449219,13.3491773605347,15.5177507400513,5.50184726715088,25.7156276702881,5.6273045539856,0.470565229654312,0.192825093865395,0.713665962219238,0.234023198485374,0.561871469020844,0.24468882381916,0.804078817367554,0.325681388378143,0.387377500534058,0.141982823610306,0.626681745052338,0.159610897302628,43.4470710754395,43.2804756164551,44.4739761352539,38.8307456970215,46.0113105773926,45.9620819091797,47.2602233886719,40.9884567260742,40.0584716796875,38.7500915527344,41.0345878601074,35.2563934326172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8756980895996,NA,NA,NA,NA,2.46132183074951,13.8383960723877,26.8004379272461,32.5996055603027,35.3532066345215,35.4810943603516,35.2003746032715,28.4608592987061,19.4162788391113,10.8490867614746,7.15707683563232,5.45718479156494,3.64643049240112,1.55199086666107,0.207263857126236,29.6871719360352,35.4205589294434,31.485969543457,16.1043472290039,6.32397603988647,2.88259840011597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10592.017578125,9.26785564422607,2,0.534391522407532,14925,2007
"179","SSD",179,"South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.621564325,33.19169741,NA,NA,NA,NA,3.502329894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
